ori	agency_name	agency_type_name	state	county	lat	lng	is_nibrs
MN0380200	Two Harbors Police Department	City	MN	LAKE	47.021786	-91.67129	1
MN0390000	Lake of the Woods County Sheriff's Office	County	MN	LAKE OF THE WOODS	48.709667	-94.585075	0
MN0400000	Le Sueur County Sheriff's Office	County	MN	LE SUEUR	44.39112	-93.73154	1
MN0400100	Le Center Police Department	City	MN	LE SUEUR			1
MN0400200	Le Sueur Police Department	City	MN	LE SUEUR	44.373397	-93.73018	1
MN0400300	Montgomery Police Department	City	MN	LE SUEUR	44.44166	-93.58399	1
MN0400400	Waterville Police Department	City	MN	LE SUEUR			1
MN0400600	Cleveland Police Department	City	MN	LE SUEUR			1
MN0410000	Lincoln County Sheriff's Office	County	MN	LINCOLN	44.408238	-96.272032	1
MN0410100	Tyler Police Department	City	MN	LINCOLN			1
MN0420000	Lyon County Sheriff's Office	County	MN	LYON	44.450565	-95.7939	1
MN0420100	Marshall Police Department	City	MN	LYON	44.450565	-95.7939	1
MN0420200	Tracy Police Department	City	MN	LYON	44.233425	-95.61983	1
MN0420300	Minneota Police Department	City	MN	LYON	44.409195	-95.847268	1
MN0430000	McLeod County Sheriff's Office	County	MN	MCLEOD	44.76908	-94.15163	1
MN0430100	Glencoe Police Department	City	MN	MCLEOD	44.76821	-94.15309	1
MN0430200	Hutchinson Police Department	City	MN	MCLEOD	44.892113	-94.37068	1
MN0430300	Brownton Police Department	City	MN	MCLEOD	44.821644	-94.27232	1
MN0430700	Winsted Lester Prairie Police Department	City	MN	MCLEOD	44.821644	-94.27232	1
MN0440000	Mahnomen County Sheriff's Office	County	MN	MAHNOMEN	47.325842	-95.810703	1
MN0450000	Marshall County Sheriff's Office	County	MN	MARSHALL	48.19572	-96.769066	1
MN0460000	Martin County Sheriff's Office	County	MN	MARTIN	43.653633	-94.46469	1
MN0460100	Fairmont Police Department	City	MN	MARTIN	43.653633	-94.46469	1
MN0460200	Sherburn Police Department	City	MN	MARTIN			1
MN0460700	Trimont Police Department	City	MN	MARTIN			1
MN0470000	Meeker County Sheriff's Office	County	MN	MEEKER	45.12897	-94.529564	1
MN0470100	Litchfield Police Department	City	MN	MEEKER	45.12897	-94.529564	1
MN0470200	Eden Valley Police Department	City	MN	MEEKER, STEARNS	45.123155	-94.527346	1
MN0480000	Mille Lacs County Sheriff's Office	County	MN	MILLE LACS	45.753426	-93.643036	1
MN0480100	Milaca Police Department	City	MN	MILLE LACS	45.75533	-93.649376	1
MN0480200	Princeton Police Department	City	MN	MILLE LACS, SHERBURNE	45.929043	-93.632996	1
MN0480300	Isle Police Department	City	MN	MILLE LACS	45.929043	-93.632996	1
MN0480400	Onamia Police Department	City	MN	MILLE LACS	45.929043	-93.632996	1
MN0490000	Morrison County Sheriff's Office	County	MN	MORRISON	46.020484	-94.266619	1
MN0490100	Little Falls Police Department	City	MN	MORRISON	45.977287	-94.3605	1
MN0490200	Motley Police Department	City	MN	CASS, MORRISON			1
MN0490300	Pierz Police Department	City	MN	MORRISON			1
MN0490500	Royalton Police Department	City	MN	BENTON, MORRISON			1
MN0500000	Mower County Sheriff's Office	County	MN	MOWER	43.667496	-92.9736	1
MN0500100	Austin Police Department	City	MN	MOWER	43.667496	-92.9736	1
MN0510000	Murray County Sheriff's Office	County	MN	MURRAY	44.015594	-95.761581	1
MN0510100	Fulda Police Department	City	MN	MURRAY	44.015594	-95.761581	1
MN0510200	Slayton Police Department	City	MN	MURRAY	44.015594	-95.761581	1
MN0520000	Nicollet County Sheriff's Office	County	MN	NICOLLET	44.358819	-94.245685	1
MN0520100	North Mankato Police Department	City	MN	NICOLLET	44.168804	-94.02725	1
MN0520200	St. Peter Police Department	City	MN	NICOLLET	44.324257	-93.95509	1
MN0530000	Nobles County Sheriff's Office	County	MN	NOBLES	43.677686	-95.763132	1
MN0530100	Worthington Police Department	City	MN	NOBLES	43.677686	-95.763132	1
MN0530200	Adrian Police Department	City	MN	NOBLES			1
MN0540000	Norman County Sheriff's Office	County	MN	NORMAN	47.297764	-96.51433	1
MN0540100	Ada Police Department	City	MN	NORMAN			1
MN0550000	Olmsted County Sheriff's Office	County	MN	OLMSTED	44.019302	-92.460846	1
MN0550100	Rochester Police Department	City	MN	OLMSTED	44.019302	-92.460846	1
MN0560000	Otter Tail County Sheriff's Office	County	MN	OTTER TAIL	46.405725	-95.714578	1
MN0560100	Fergus Falls Police Department	City	MN	OTTER TAIL	46.283745	-96.07096	1
MN0560200	Pelican Rapids Police Department	City	MN	OTTER TAIL	46.405725	-95.714578	1
MN0560300	Perham Police Department	City	MN	OTTER TAIL			1
MN0560400	Battle Lake Police Department	City	MN	OTTER TAIL			1
MN0560600	Henning Police Department	City	MN	OTTER TAIL			1
MN0560700	New York Mills Police Department	City	MN	OTTER TAIL			1
MN0560800	Parkers Prairie Police Department	City	MN	OTTER TAIL			1
MN0570000	Pennington County Sheriff's Office	County	MN	PENNINGTON	48.069247	-96.037725	1
MN0570100	Thief River Falls Police Department	City	MN	PENNINGTON	48.069247	-96.037725	1
MN0580000	Pine County Sheriff's Office	County	MN	PINE	45.852814	-92.96829	1
MN0590000	Pipestone County Sheriff's Office	County	MN	PIPESTONE	44.015361	-96.257015	1
MN0600000	Polk County Sheriff's Office	County	MN	POLK	47.774254	-96.400027	1
MN0600100	Crookston Police Department	City	MN	POLK	47.774902	-96.61002	1
MN0600200	East Grand Forks Police Department	City	MN	POLK	47.93108	-97.02362	1
MN0600300	Fosston Police Department	City	MN	POLK			1
MN0601300	Pine To Prairie Drug Task Force	Other	MN	POLK			0
MN0610000	Pope County Sheriff's Office	County	MN	POPE	45.650215	-95.38795	1
MN0610100	Glenwood Police Department	City	MN	POPE	45.65024	-95.387886	1
MN0610200	Starbuck Police Department	City	MN	POPE	45.589623	-95.446705	1
MN0620000	Ramsey County Sheriff's Office	County	MN	RAMSEY	45.01525	-93.100141	1
MN0620400	Maplewood Police Department	City	MN	RAMSEY	45.01525	-93.100141	1
MN0620500	Mounds View Police Department	City	MN	RAMSEY	45.01525	-93.100141	1
MN0620600	New Brighton Police Department	City	MN	RAMSEY	45.06247	-93.19311	1
MN0620700	North St. Paul Police Department	City	MN	RAMSEY	45.01377	-92.992294	1
MN0620800	Roseville Police Department	City	MN	RAMSEY	45.01525	-93.100141	1
MN0620900	St. Paul Police Department	City	MN	RAMSEY	44.955757	-93.0873	1
MN0621000	White Bear Lake Police Department	City	MN	RAMSEY, WASHINGTON	45.081635	-93.013336	1
MN0622000	Minnesota State Fair Police	Other State Agency	MN	RAMSEY			1
MN0630000	Red Lake County Sheriff's Office	County	MN	RED LAKE	47.865487	-96.08718	1
MN0640000	Redwood County Sheriff's Office	County	MN	REDWOOD	44.403536	-95.254241	1
MN0640100	Lamberton Police Department	City	MN	REDWOOD	44.403536	-95.254241	1
MN0640200	Redwood Falls Police Department	City	MN	REDWOOD	44.403536	-95.254241	1
MN0640400	Morgan Police Department	City	MN	REDWOOD			1
MN0640700	Walnut Grove Police Department	City	MN	REDWOOD			1
MN0650000	Renville County Sheriff's Office	County	MN	RENVILLE	44.77644	-94.9826	1
MN0650100	Fairfax Police Department	City	MN	RENVILLE	44.723697	-94.955617	1
MN0650200	Hector Police Department	City	MN	RENVILLE	44.723697	-94.955617	1
MN0650300	Olivia Police Department	City	MN	RENVILLE	44.776424	-94.9826	1
MN0650400	Renville Police Department	City	MN	RENVILLE	44.723697	-94.955617	1
MN0650600	Buffalo Lake Police Department	City	MN	RENVILLE	44.723697	-94.955617	1
MN0660000	Rice County Sheriff's Office	County	MN	RICE	44.350943	-93.298503	1
MN0660100	Faribault Police Department	City	MN	RICE	44.350943	-93.298503	1
MN0660200	Northfield Police Department	City	MN	DAKOTA, RICE	44.455097	-93.15692	1
MN0660300	Dundas Police Department	City	MN	RICE			1
MN0660400	Lonsdale Police Department	City	MN	RICE	44.350943	-93.298503	1
MN0670000	Rock County Sheriff's Office	County	MN	ROCK	43.669587	-96.263238	1
MN0680000	Roseau County Sheriff's Office	County	MN	ROSEAU	48.840744	-95.76833	1
MN0680100	Roseau Police Department	City	MN	ROSEAU	48.84714	-95.7626	1
MN0680200	Warroad Police Department	City	MN	ROSEAU	48.761065	-95.82153	1
MN0690000	St. Louis County Sheriff's Office	County	MN	ST LOUIS	46.781807	-92.103836	1
MN0690200	Babbitt Police Department	City	MN	ST LOUIS	47.578635	-92.51457	1
MN0690500	Chisholm Police Department	City	MN	ST LOUIS	47.489307	-92.88397	1
MN0690600	Duluth Police Department	City	MN	ST LOUIS	47.578635	-92.51457	1
MN0690700	Ely Police Department	City	MN	ST LOUIS	47.902294	-91.86373	1
MN0690800	Eveleth Police Department	City	MN	ST LOUIS	47.46243	-92.539566	1
MN0690900	Gilbert Police Department	City	MN	ST LOUIS	47.578635	-92.51457	1
MN0691000	Hibbing Police Department	City	MN	ST LOUIS	47.42864	-92.92725	1
MN0691300	Proctor Police Department	City	MN	ST LOUIS	46.74128	-92.22634	1
MN0691400	Virginia Police Department	City	MN	ST LOUIS	47.522274	-92.53537	1
MN0691500	Floodwood Police Department	City	MN	ST LOUIS	47.578635	-92.51457	1
MN0691700	Hermantown Police Department	City	MN	ST LOUIS	46.80766	-92.2186	1
MN0691800	University of Minnesota: Duluth	University or College	MN	ST LOUIS	47.578635	-92.51457	1
MN0692100	Breitung Township Police Department	City	MN	ST LOUIS	47.578635	-92.51457	1
MN0694400	East Range Police Department	City	MN	ST LOUIS			1
MN0700000	Scott County Sheriff's Office	County	MN	SCOTT	44.79633	-93.52763	1
MN0700100	Belle Plaine Police Department	City	MN	SCOTT	44.651932	-93.534553	1
MN0700200	Jordan Police Department	City	MN	SCOTT	44.66629	-93.62728	1
MN0700300	New Prague Police Department	City	MN	LE SUEUR, SCOTT	44.651932	-93.534553	1
MN0700400	Shakopee Police Department	City	MN	SCOTT	44.796043	-93.51105	1
MN0700600	Savage Police Department	City	MN	SCOTT	44.651932	-93.534553	1
MN0700900	Prior Lake Police Department	City	MN	SCOTT	44.715355	-93.42657	1
MN0701000	Elko New Market Police Department	City	MN	SCOTT	44.651932	-93.534553	1
MN0710000	Sherburne County Sheriff's Office	County	MN	SHERBURNE	45.306267	-93.62072	1
MN0710100	Big Lake Police Department	City	MN	SHERBURNE	45.334156	-93.74585	1
MN0710200	Elk River Police Department	City	MN	SHERBURNE	45.453176	-93.76913	1
MN0710400	Becker Police Department	City	MN	SHERBURNE	45.453176	-93.76913	1
MN0720000	Sibley County Sheriff's Office	County	MN	SIBLEY	44.575734	-94.230123	1
MN0720100	Arlington Police Department	City	MN	SIBLEY	44.575734	-94.230123	1
MN0720200	Gaylord Police Department	City	MN	SIBLEY	44.575734	-94.230123	1
MN0720400	Gibbon Police Department	City	MN	SIBLEY			1
MN0720500	Henderson Police Department	City	MN	SIBLEY			1
MN0720600	Winthrop Police Department	City	MN	SIBLEY			1
MN0730000	Stearns County Sheriff's Office	County	MN	STEARNS	45.560402	-94.16285	1
MN0730100	Cold Spring/Richmond Police Department	City	MN	STEARNS	45.456127	-94.42898	1
MN0730200	Melrose Police Department	City	MN	STEARNS	45.555235	-94.610482	1
MN0730300	Paynesville Police Department	City	MN	STEARNS	45.381565	-94.71371	1
MN0730400	St. Cloud Police Department	City	MN	BENTON, SHERBURNE, STEARNS	45.555235	-94.610482	1
MN0730500	Sauk Centre Police Department	City	MN	STEARNS	45.7368	-94.95355	1
MN0730600	Waite Park Police Department	City	MN	STEARNS	45.555235	-94.610482	1
MN0730800	Belgrade/Brooten Police Department	City	MN	STEARNS	45.555235	-94.610482	1
MN0731100	St. Joseph Police Department	City	MN	STEARNS	45.555235	-94.610482	1
MN0731200	Sartell Police Department	City	MN	BENTON, STEARNS	45.555235	-94.610482	1
MN0731400	Albany Police Department	City	MN	STEARNS	45.555235	-94.610482	1
MN0731600	Avon Police Department	City	MN	STEARNS	45.555235	-94.610482	1
MN0740000	Steele County Sheriff's Office	County	MN	STEELE	44.015261	-93.220453	1
MN0740100	Owatonna Police Department	City	MN	STEELE	44.086746	-93.22321	1
MN0740200	Blooming Prairie Police Department	City	MN	STEELE	44.015261	-93.220453	1
MN0750000	Stevens County Sheriff's Office	County	MN	STEVENS	45.593461	-95.992315	1
MN0750600	University of Minnesota: Morris	University or College	MN	STEVENS	45.589405	-95.9045	1
MN0760000	Swift County Sheriff's Office	County	MN	SWIFT	45.316544	-95.60073	1
MN0760100	Appleton Police Department	City	MN	SWIFT	45.199986	-96.021416	1
MN0760200	Benson Police Department	City	MN	SWIFT	45.314045	-95.60234	1
MN0770000	Todd County Sheriff's Office	County	MN	TODD	45.972816	-94.86059	1
MN0770100	Long Prairie Police Department	City	MN	TODD	46.066569	-94.900576	1
MN0770200	Staples Police Department	City	MN	TODD, WADENA	46.066569	-94.900576	1
MN0780000	Traverse County Sheriff's Office	County	MN	TRAVERSE	45.806145	-96.49276	1
MN0790000	Wabasha County Sheriff's Office	County	MN	WABASHA	44.289693	-92.23334	1
MN0790100	Lake City Police Department	City	MN	GOODHUE, WABASHA	44.289693	-92.23334	1
MN0790200	Plainview Police Department	City	MN	WABASHA	44.164936	-92.16909	1
MN0790300	Wabasha Police Department	City	MN	WABASHA	44.37677	-92.0241	1
MN0800000	Wadena County Sheriff's Office	County	MN	WADENA	46.437492	-95.1396	1
MN0800100	Wadena Police Department	City	MN	OTTER TAIL, WADENA	46.43868	-95.13664	1
MN0800200	Sebeka Police Department	City	MN	WADENA			1
MN0800400	Menahga Police Department	City	MN	WADENA	46.586784	-94.988331	1
